"","inchikey","COMPOUND_ID","ID","SPECIES_TEXT","SPECIES_ACCESSION","COMPONENT_TEXT","COMPONENT_ACCESSION","STRAIN_TEXT","STRAIN_ACCESSION","SOURCE_TYPE","SOURCE_ACCESSION","COMMENTS","V12","STATUS","CHEBI_ACCESSION","SOURCE","PARENT_ID","NAME","DEFINITION","MODIFIED_ON","CREATED_BY","STAR","kingdom","superclass","class","subclass","direct_parent","molecular_framework","predicted_lipimaps_terms"
"10274","PCSFHUVPGSODTP-UHFFFAOYSA-N",84286,8654,"Homo sapiens","NCBI:txid9606","null","null","null","null","MetaboLights","MTBLS152","null","","C","CHEBI:84286","ChEBI","null","3-methoxy-3-methylhexane","An ether consists of a hexane chain substituted by a methoxy and a methyl group at position 3.","2015-01-13","namrata",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Dialkyl ethers","Aliphatic acyclic compounds",""
"10275","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,19714,"Komagataeibacter xylinus","NCBI:txid28448","null","null","null","null","PubMed Id","25186182","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10276","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,12881,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","8087979","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10277","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,12880,"Homo sapiens","NCBI:txid9606","faeces","UBERON:0001988","null","null","PubMed Id","24029555","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10278","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,19712,"Homo sapiens","NCBI:txid9606","null","null","null","null","MetaboLights","MTBLS101","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10279","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,19713,"Homo sapiens","NCBI:txid9606","null","null","null","null","PubMed Id","24023812","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10280","PCSKKIUURRTAEM-UHFFFAOYSA-N",89118,19715,"Aspergillus sp.","NCBI:txid5065","null","null","null","null","PubMed Id","17542490","null","","C","CHEBI:89118","HMDB","null","5-hydroxymethyl-2-furoic acid","A member of the class of furoic acids that is 2-furoic acid substituted at position 5 by a hydroxymethyl group.","2016-04-07","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids","Aromatic heteromonocyclic compounds",""
"10281","PCSZTTAMZGNQNB-KGLIPLIRSA-N",132402,20254,"Angelica pubescens","NCBI:txid312530","root","BTO:0001188","null","null","PubMed Id","17238120","EtOAc-soluble fraction","","C","CHEBI:132402","SUBMITTER","null","angelitriol","A member of the class of coumarins that is 7-methoxycoumarin in which the hydrogen at position 6 has been replaced by a 1,2,3-trihydroxy-3-methylbutyl group (the 1R,2S stereoisomer). Originally isolated from the roots of Angelica pubescens, angelitriol shows strong inhibitory effects on human platelet aggregation.","2016-07-20","liuqingping",3,"Organic compounds","Phenylpropanoids and polyketides","Coumarins and derivatives","","Coumarins and derivatives","Aromatic heteropolycyclic compounds","Benzopyranoids (PK1311)"
"10282","PCXDJQZLDDHMGX-UHFFFAOYSA-O",58374,16355,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:58374","Rhea","null","3-ammoniopropanal","An organic cation that is the conjugate acid of 3-aminopropanal, formed by protonation of the amino group; major species at pH 7.3.","2018-10-02","LOADER",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Alpha-hydrogen aldehydes","Aliphatic acyclic compounds",""
"10283","PCZZRBGISTUIOA-UHFFFAOYSA-N",65819,721,"Ecklonia cava","NCBI:txid105407","null","null","null","null","PubMed Id","19201199","null","","C","CHEBI:65819","MolConn","null","eckol","A phlorotannin that is oxanthrene-1,3,6,8-tetrol substituted by a 3,5-dihydroxyphenoxy moiety at position 4. Isolated from the marine brown alga, Ecklonia cava, it exhibits antioxidant activity.","2013-01-11","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Tannins","","Tannins","Aromatic heteropolycyclic compounds",""
"10284","PDABPTYWNOHVBF-NIAAMCKKSA-N",132643,21331,"Aconitum carmichaelii","NCBI:txid85363","root","BTO:0001188","null","null","PubMed Id","22223386","null","","C","CHEBI:132643","SUBMITTER","null","N-deethylaconine","A diterpene alkaloid with formula C22H35NO6, originally isolated from Aconitum carmichaeli.","2016-12-14","liuqingping",3,"","","","","","",""
"10285","PDACUKOKVHBVHJ-ZRTZXPPTSA-M",58592,16913,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:58592","Rhea","null","5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium","Conjugate base of 5-amino-1-(5-phospho-D-ribosyl)imidazole.","2018-10-08","LOADER",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates","Aromatic heteromonocyclic compounds",""
"10286","PDACUKOKVHBVHJ-ZRTZXPPTSA-M",58592,7114,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:58592","Rhea","null","5-amino-1-(5-phosphonato-D-ribosyl)imidazol-3-ium","Conjugate base of 5-amino-1-(5-phospho-D-ribosyl)imidazole.","2018-10-08","LOADER",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates","Aromatic heteromonocyclic compounds",""
"10287","PDASUJRDCXKFJL-ZERALPNHSA-N",67857,2944,"Ipomoea pes-caprae","NCBI:txid89656","aerial part","BTO:0001658","null","null","PubMed Id","21338052","The air-dried aerial parts were powdered and refluxed with 95% EtOH","","C","CHEBI:67857","MolConn","null","pescaprein XXVII","A resin glycoside that is the pentasaccharide derivative of jalapinolic acid. Isolated from the aerial parts of Ipomoea pes-caprae, it has been found to exhibit potential inhibitory effect against multidrug resistance in the human breast cancer cell line.","2013-10-01","LOADER",3,"","","","","","",""
"10288","PDCWLWQTNQCGRI-IGIWICMZSA-N",104121,19659,"Mycoplasma genitalium","NCBI:txid2097","null","null","null","null","PubMed Id","22817898","null","","C","CHEBI:104121","ChEBI","null","1,2-dioctadecanoyl-sn-glycero-3-cytidine 5'-diphosphate","A CDP-diacylglycerol in which both of the phosphatidyl acyl groups are specified as octadecanoyl (stearoyl).","2016-04-05","ChEBI",3,"","","","","","",""
"10289","PDDVFFPFQMGXKN-UHFFFAOYSA-N",67366,2357,"Pisonia aculeata","NCBI:txid363212","stem","BTO:0001300","null","null","PubMed Id","21542597","Cold methanolic extract of dried stems and roots","","C","CHEBI:67366","MolConn","null","pisonianone","A methoxyisoflavone that is isoflavone substituted by a methoxy group at position 6, a methyl group at position 8 and hydroxy groups at positions 5, 7 and 2'. It has been isolated from Pisonia aculeata.","2013-11-19","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones","Aromatic heteropolycyclic compounds","Isoflavonoids (PK1205), Benzopyranoids (PK1311)"
"10290","PDDVFFPFQMGXKN-UHFFFAOYSA-N",67366,2358,"Pisonia aculeata","NCBI:txid363212","root","BTO:0001188","null","null","PubMed Id","21542597","Cold methanolic extract of dried stems and roots","","C","CHEBI:67366","MolConn","null","pisonianone","A methoxyisoflavone that is isoflavone substituted by a methoxy group at position 6, a methyl group at position 8 and hydroxy groups at positions 5, 7 and 2'. It has been isolated from Pisonia aculeata.","2013-11-19","LOADER",3,"Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflav-2-enes","Isoflavones","Aromatic heteropolycyclic compounds","Isoflavonoids (PK1205), Benzopyranoids (PK1311)"
"10291","PDFFFCDISRKSLI-KSIAICTFSA-N",65834,741,"Elephantopus mollis","NCBI:txid318057","stem","BTO:0001300","null","null","PubMed Id","18239317","null","","C","CHEBI:65834","MolConn","null","2,5-epoxy-2beta-hydroxy-8alpha-(2-methylbut-2-enoyloxy)-4(15),10(14),11(13)-germacratrien-12,6alpha-olide","A guaiane sesquiterpenoid isolated from Elephantopus mollis and has been shown to exhibit cytotoxic activity.","2013-08-02","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters","Aliphatic heteropolycyclic compounds","Dicarboxylic acids (FA0117), Fatty esters (FA07), Fatty Acyls (FA)"
"10292","PDFFFCDISRKSLI-KSIAICTFSA-N",65834,742,"Elephantopus mollis","NCBI:txid318057","root","BTO:0001188","null","null","PubMed Id","18239317","null","","C","CHEBI:65834","MolConn","null","2,5-epoxy-2beta-hydroxy-8alpha-(2-methylbut-2-enoyloxy)-4(15),10(14),11(13)-germacratrien-12,6alpha-olide","A guaiane sesquiterpenoid isolated from Elephantopus mollis and has been shown to exhibit cytotoxic activity.","2013-08-02","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters","Aliphatic heteropolycyclic compounds","Dicarboxylic acids (FA0117), Fatty esters (FA07), Fatty Acyls (FA)"
"10293","PDFRZPRYDQDKCQ-HNQUOIGGSA-N",70698,6398,"Curcuma kwangsiensis","NCBI:txid136216","rhizome","BTO:0001181","null","null","DOI","10.1021/np100392m","70% ethanolic extract of rhizomes","","C","CHEBI:70698","MolConn","null","(E)-1,7-bis(4-hydroxyphenyl)-6-hepten-3-one","A diarylheptanoid that is hept-6-en-3-one substituted by a 4-hydroxyphenyl group at positions 1 and 7. It has been isolated from the rhizomes of Curcuma kwangsiensis.","2015-03-26","LOADER",3,"","","","","","",""
"10294","PDGDCUUTDPJPTI-UHFFFAOYSA-N",79542,8213,"Chromolaena odorata","NCBI:txid103745","null","null","null","null","DOI","10.1016/S0031-9422(00)88710-5","null","","C","CHEBI:79542","KEGG COMPOUND","null","2,3-dihydro-2-(4-hydroxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one","A methoxyflavanone that is flavanone substituted by methoxy groups at positions 5, 6 and 7 and a hydroxy group at position 4'.","2018-04-05","LOADER",3,"","","","","","",""
"10295","PDGXJDXVGMHUIR-UJURSFKZSA-M",49258,16589,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:49258","ChEBI","null","(2R,3R)-2,3-dihydroxy-3-methylpentanoate","null","2017-11-13","ops$mennis",3,"","","","","","",""
"10296","PDGZDUYWUXJXRO-ANPVQLFHSA-N",66160,1215,"Samadera indica","NCBI:txid459147","stem","BTO:0001300","null","null","PubMed Id","8945767","null","","C","CHEBI:66160","MolConn","null","samaderine C","A quassinoid  isolated from Quassia indica and has been shown to exhibit antineoplastic activity.","2013-04-24","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Quassinoids","Aliphatic heteropolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
